"","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"85","APPROVED","Not Applicable","2024-10-01T15:45:20.480000Z","2024-10-01T16:23:35.636000Z","2024-10-02T10:24:49.590000Z","2024-10-01T16:24:12.366632Z",2296,"C1FKYHSS",49,"English, Hungarian","No","20","Female","White","Hungary","United Kingdom","Hungary","Hungarian","No","Unemployed (and job seeking)","MDPRF73386"
"86","APPROVED","Not Applicable","2024-10-01T15:47:51.587000Z","2024-10-01T16:54:15.911000Z","2024-10-02T10:23:53.592000Z","2024-10-01T16:54:52.395759Z",3985,"C1FKYHSS",85,"English, Serbian","No","19","Female","White","Serbia","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF98578"
"87","APPROVED","Not Applicable","2024-10-01T15:46:17.762000Z","2024-10-01T16:25:08.856000Z","2024-10-02T10:23:53.901000Z","2024-10-01T16:25:31.054132Z",2332,"C1FKYHSS",883,"English, Hindi, Nepali, Urdu","No","23","Female","Asian","Nepal","United States","United States","Nepali","DATA_EXPIRED","DATA_EXPIRED","MDPRF02660"
"88","APPROVED","Not Applicable","2024-10-01T15:46:50.597000Z","2024-10-01T16:35:08.891000Z","2024-10-02T10:24:43.748000Z","2024-10-01T16:35:57.960301Z",2899,"C1FKYHSS",17,"English, Polish","No","20","Male","White","Poland","United Kingdom","Poland","Polish","Yes","Other","MDPRF75571"
"89","APPROVED","Not Applicable","2024-10-01T15:47:41.175000Z","2024-10-01T17:09:07.179000Z","2024-10-02T10:23:57.011000Z","2024-10-01T17:09:16.289331Z",4887,"C1FKYHSS",144,"French, English","No","18","Male","Black","Congo the Democratic Republic of the","United States","South Africa","English","Yes","Part-Time","MDPRF10050"
"90","APPROVED","Not Applicable","2024-10-01T15:54:09.306000Z","2024-10-01T16:52:36.483000Z","2024-10-02T10:23:57.406000Z","2024-10-01T16:54:04.171545Z",3508,"C1FKYHSS",155,"English","No","22","Male","Asian","United Kingdom","United Kingdom","United Kingdom","Bengali","Yes","Part-Time","MDPRF08202"
"91","APPROVED","Not Applicable","2024-10-01T15:48:53.209000Z","2024-10-01T16:27:03.808000Z","2024-10-02T10:24:44.181000Z","2024-10-01T16:27:05.058661Z",2291,"C1FKYHSS",275,"English","No","21","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","MDPRF99317"
"92","APPROVED","Not Applicable","2024-10-01T15:55:09.227000Z","2024-10-01T16:30:20.501000Z","2024-10-02T10:23:57.766000Z","2024-10-01T17:30:43.601810Z",2112,"C1FKYHSS",435,"English, Spanish","No","19","Male","White","Spain","United States","Spain","Spanish","Yes","Full-Time","MDPRF46146"
"93","APPROVED","Not Applicable","2024-10-01T15:51:20.165000Z","2024-10-01T16:38:52.746000Z","2024-10-02T10:23:58.081000Z","2024-10-01T16:38:53.410569Z",2853,"C1FKYHSS",1171,"English","No","25","Male","Black","Nigeria","United States","Nigeria","English","Yes","Full-Time","MDPRF56747"
"94","APPROVED","Not Applicable","2024-10-01T15:51:43.778000Z","2024-10-01T16:37:46.894000Z","2024-10-02T10:23:58.396000Z","2024-10-01T16:37:47.475317Z",2764,"C1FKYHSS",712,"French, English","No","21","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","MDPRF76571"
"95","APPROVED","Not Applicable","2024-10-01T15:55:36.468000Z","2024-10-01T16:39:35.995000Z","2024-10-02T10:24:44.601000Z","2024-10-01T16:39:36.651884Z",2640,"C1FKYHSS",1167,"English, Spanish","No","22","Male","Other","Mexico","United States","Mexico","DATA_EXPIRED","DATA_EXPIRED","Unemployed (and job seeking)","MDPRF01522"
"96","APPROVED","Not Applicable","2024-10-01T15:54:05.529000Z","2024-10-01T17:15:35.428000Z","2024-10-02T10:24:45.016000Z","2024-10-01T17:16:15.181927Z",4890,"C1FKYHSS",57,"Italian, Romanian, English","No","22","Male","White","Romania","United Kingdom","Romania","Romanian","No","Part-Time","MDPRF55717"
"97","APPROVED","Not Applicable","2024-10-01T15:58:27.333000Z","2024-10-01T17:05:04.285000Z","2024-10-02T10:24:45.325000Z","2024-10-01T17:05:48.337441Z",3997,"C1FKYHSS",128,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF23563"
"98","APPROVED","Not Applicable","2024-10-01T16:06:39.728000Z","2024-10-01T16:55:35.393000Z","2024-10-02T10:24:45.699000Z","2024-10-01T16:55:49.539868Z",2936,"C1FKYHSS",8,"English, Chinese, Indonesian","No","23","Male","Asian","Indonesia","United States","Indonesia","Indonesian","Yes","Unemployed (and job seeking)","MDPRF90767"
"99","APPROVED","Not Applicable","2024-10-01T16:18:32.921000Z","2024-10-01T17:04:53.095000Z","2024-10-02T10:23:58.738000Z","2024-10-01T17:05:46.382088Z",2781,"C1FKYHSS",39,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF50375"
"100","APPROVED","Not Applicable","2024-10-02T10:39:54.071000Z","2024-10-02T11:27:40.278000Z","2024-10-02T17:15:49.677000Z","2024-10-02T11:30:10.234203Z",2867,"C1FKYHSS",328,"English","No","22","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF77666"
"101","APPROVED","Not Applicable","2024-10-02T10:46:09.613000Z","2024-10-02T11:30:24.769000Z","2024-10-02T17:15:56.641000Z","2024-10-02T11:30:58.114413Z",2656,"C1FKYHSS",84,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF13332"
"102","APPROVED","Not Applicable","2024-10-02T10:52:50.665000Z","2024-10-02T11:47:07.705000Z","2024-10-02T17:11:25.036000Z","2024-10-02T11:50:20.588516Z",3258,"C1FKYHSS",58,"French, English","No","25","Female","Black","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF41548"
"103","APPROVED","Not Applicable","2024-10-02T10:49:48.545000Z","2024-10-02T11:30:33.589000Z","2024-10-02T17:11:38.445000Z","2024-10-02T11:31:01.981561Z",2446,"C1FKYHSS",865,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF36372"
"104","APPROVED","Not Applicable","2024-10-02T10:52:14.037000Z","2024-10-02T11:32:52.675000Z","2024-10-02T17:15:50.048000Z","2024-10-02T11:32:53.540603Z",2439,"C1FKYHSS",115,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF25545"
"105","APPROVED","Not Applicable","2024-10-02T10:50:51.393000Z","2024-10-02T11:33:57.529000Z","2024-10-02T17:11:38.862000Z","2024-10-02T11:33:58.187497Z",2587,"C1FKYHSS",143,"English","No","18","Male","Black","United States","United Kingdom","Nigeria","English","Yes","Unemployed (and job seeking)","MDPRF27562"
"106","APPROVED","Not Applicable","2024-10-02T10:51:05.603000Z","2024-10-02T11:28:01.047000Z","2024-10-02T17:11:25.438000Z","2024-10-02T11:30:15.813068Z",2216,"C1FKYHSS",14,"Burmese, English","No","23","Female","Asian","Myanmar","United Kingdom","Myanmar","English","Yes","Part-Time","MDPRF46039"
"107","APPROVED","Not Applicable","2024-10-02T10:54:00.544000Z","2024-10-02T11:37:33.143000Z","2024-10-02T17:15:50.372000Z","2024-10-02T11:37:34.369740Z",2613,"C1FKYHSS",55,"English, French, Italian, Spanish, Punjabi","No","21","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF15084"
"108","APPROVED","Not Applicable","2024-10-02T10:53:50.613000Z","2024-10-02T17:19:21.676000Z","2024-10-02T17:19:22.352000Z","2024-10-02T17:20:49.887608Z",23132,"Manual Completion",186,"English","No","21","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Part-Time","MDPRF41436"
"109","APPROVED","Not Applicable","2024-10-02T10:55:51.090000Z","2024-10-02T11:30:25.174000Z","2024-10-02T17:11:25.870000Z","2024-10-02T11:30:57.953413Z",2075,"C1FKYHSS",734,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF74334"
"110","APPROVED","Not Applicable","2024-10-02T10:55:46.582000Z","2024-10-02T12:18:17.268000Z","2024-10-02T17:11:39.202000Z","2024-10-02T12:18:18.129281Z",4951,"C1FKYHSS",707,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","MDPRF57034"
"111","APPROVED","Not Applicable","2024-10-02T10:55:50.866000Z","2024-10-02T11:43:18.803000Z","2024-10-02T17:11:26.231000Z","2024-10-02T11:43:19.624522Z",2848,"C1FKYHSS",740,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF06792"
"112","APPROVED","Not Applicable","2024-10-02T11:01:20.025000Z","2024-10-02T11:52:49.080000Z","2024-10-02T17:15:50.697000Z","2024-10-02T11:52:49.891310Z",3090,"C1FKYHSS",45,"English, Somali","No","23","Female","Black","United Kingdom","United Kingdom","United Kingdom","Somali","Yes","Other","MDPRF61804"
"113","APPROVED","Not Applicable","2024-10-02T10:58:27.938000Z","2024-10-02T11:33:23.241000Z","2024-10-02T17:15:57.044000Z","2024-10-02T11:33:23.985585Z",2096,"C1FKYHSS",18,"Arabic, English","No","18","Male","White","United States","United States","United States","English","Yes","Part-Time","MDPRF46592"
"114","APPROVED","Not Applicable","2024-10-02T11:08:17.330000Z","2024-10-02T12:04:59.028000Z","2024-10-02T17:15:57.472000Z","2024-10-02T12:04:59.812551Z",3402,"C1FKYHSS",524,"English, Spanish, Catalan","No","21","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF41086"
"115","APPROVED","Not Applicable","2024-10-02T10:59:52.651000Z","2024-10-02T12:00:29.446000Z","2024-10-02T17:11:26.581000Z","2024-10-02T12:01:16.149739Z",3637,"C1FKYHSS",839,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF77319"
"116","APPROVED","Not Applicable","2024-10-02T10:59:46.606000Z","2024-10-02T11:44:26.391000Z","2024-10-02T17:11:26.950000Z","2024-10-02T11:44:27.135781Z",2680,"C1FKYHSS",121,"English, Hindi","No","24","Female","Asian","United States","United Kingdom","India","English","No","Full-Time","MDPRF13796"
"117","APPROVED","Not Applicable","2024-10-02T11:00:57.042000Z","2024-10-02T11:47:57.467000Z","2024-10-02T17:15:57.874000Z","2024-10-02T11:50:28.787431Z",2821,"C1FKYHSS",95,"English","No","21","Male","Mixed","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF90577"
"118","APPROVED","Not Applicable","2024-10-02T11:04:53.740000Z","2024-10-02T11:47:39.476000Z","2024-10-02T17:15:51.065000Z","2024-10-02T11:50:14.313422Z",2566,"C1FKYHSS",754,"English","No","22","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF03550"
"119","APPROVED","Not Applicable","2024-10-02T11:04:01.416000Z","2024-10-02T11:38:52.949000Z","2024-10-02T17:15:51.437000Z","2024-10-02T11:38:53.741812Z",2092,"C1FKYHSS",210,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF07312"
"120","APPROVED","Not Applicable","2024-10-02T11:04:45.901000Z","2024-10-02T11:55:19.833000Z","2024-10-02T17:15:58.267000Z","2024-10-02T11:55:20.501857Z",3034,"C1FKYHSS",17,"English","No","21","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF28885"
"121","APPROVED","Not Applicable","2024-10-02T11:04:47.900000Z","2024-10-02T12:50:54.287000Z","2024-10-02T17:15:51.790000Z","2024-10-02T12:50:55.029393Z",6367,"C1FKYHSS",107,"English, Welsh","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","Welsh","No","Full-Time","MDPRF90439"
"122","APPROVED","Not Applicable","2024-10-02T11:06:13.313000Z","2024-10-02T11:46:20.345000Z","2024-10-02T17:15:58.642000Z","2024-10-02T11:46:21.032407Z",2408,"C1FKYHSS",170,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF65671"
"123","APPROVED","Not Applicable","2024-10-02T11:07:09.173000Z","2024-10-02T11:43:08.767000Z","2024-10-02T17:11:27.288000Z","2024-10-02T11:43:09.482883Z",2160,"C1FKYHSS",169,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","MDPRF98352"
"124","APPROVED","Not Applicable","2024-10-02T11:09:20.823000Z","2024-10-02T11:56:11.945000Z","2024-10-02T17:11:27.687000Z","2024-10-02T11:56:12.632127Z",2812,"C1FKYHSS",30,"English","No","18","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF77195"
"125","APPROVED","Not Applicable","2024-10-02T11:10:03.891000Z","2024-10-02T12:07:28.396000Z","2024-10-02T17:15:59.614000Z","2024-10-02T12:07:29.277910Z",3445,"C1FKYHSS",236,"English, Polish","No","20","Male","White","United Kingdom","United Kingdom","United Kingdom","Polish","Yes","Part-Time","MDPRF92668"
"126","APPROVED","Not Applicable","2024-10-02T11:15:02.356000Z","2024-10-02T11:54:36.724000Z","2024-10-02T17:11:28.117000Z","2024-10-02T11:54:38.692088Z",2375,"C1FKYHSS",83,"English","No","20","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF26000"
"127","APPROVED","Not Applicable","2024-10-02T11:15:39.195000Z","2024-10-02T12:00:28.218000Z","2024-10-02T17:11:28.493000Z","2024-10-02T12:01:15.521515Z",2690,"C1FKYHSS",390,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF74615"
"128","APPROVED","Not Applicable","2024-10-02T11:11:08.189000Z","2024-10-02T11:59:42.732000Z","2024-10-02T17:11:28.850000Z","2024-10-02T12:01:07.012894Z",2915,"C1FKYHSS",357,"English","No","23","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","MDPRF43536"
"129","APPROVED","Not Applicable","2024-10-02T11:12:04.194000Z","2024-10-02T11:50:42.045000Z","2024-10-02T17:11:29.272000Z","2024-10-02T11:50:49.050116Z",2318,"C1FKYHSS",91,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF26288"
"130","APPROVED","Not Applicable","2024-10-02T11:11:07.591000Z","2024-10-02T11:55:01.233000Z","2024-10-02T17:16:00.034000Z","2024-10-02T11:55:04.706031Z",2634,"C1FKYHSS",262,"English","No","25","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF68974"
"131","APPROVED","Not Applicable","2024-10-02T11:13:09.118000Z","2024-10-02T12:13:45.505000Z","2024-10-02T17:11:30.743000Z","2024-10-02T13:00:59.929237Z",3637,"C1FKYHSS",29,"English","No","19","Female","Black","Nigeria","United Kingdom","Nigeria","English","Yes","Unemployed (and job seeking)","MDPRF84568"
"132","APPROVED","Not Applicable","2024-10-02T11:19:04.645000Z","2024-10-02T11:55:57.307000Z","2024-10-02T17:15:52.173000Z","2024-10-02T11:55:58.040857Z",2213,"C1FKYHSS",234,"Gujarati, English","No","23","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF46304"
"133","APPROVED","Not Applicable","2024-10-02T11:13:53.941000Z","2024-10-02T11:45:02.026000Z","2024-10-02T17:15:52.605000Z","2024-10-02T11:45:02.777257Z",1869,"C1FKYHSS",122,"English","No","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF97296"
"134","APPROVED","Not Applicable","2024-10-02T11:17:00.924000Z","2024-10-02T11:56:18.852000Z","2024-10-02T17:11:31.176000Z","2024-10-02T11:56:19.780220Z",2358,"C1FKYHSS",2,"English","No","19","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF16774"
"135","APPROVED","Not Applicable","2024-10-02T11:18:54.242000Z","2024-10-02T11:51:59.025000Z","2024-10-02T17:15:52.987000Z","2024-10-02T12:52:11.936395Z",1985,"C1FKYHSS",325,"English, Swedish","No","20","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","MDPRF79503"
"136","APPROVED","Not Applicable","2024-10-02T11:19:01.665000Z","2024-10-02T12:06:23.988000Z","2024-10-02T17:15:53.274000Z","2024-10-02T12:06:25.046299Z",2843,"C1FKYHSS",218,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF26497"
"137","APPROVED","Not Applicable","2024-10-02T11:25:38.805000Z","2024-10-02T12:06:08.251000Z","2024-10-02T17:11:39.554000Z","2024-10-02T12:06:09.819134Z",2430,"C1FKYHSS",225,"English","No","18","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF90095"
"138","APPROVED","Not Applicable","2024-10-02T11:27:59.680000Z","2024-10-02T12:26:34.351000Z","2024-10-02T17:16:00.475000Z","2024-10-02T12:26:36.048917Z",3515,"C1FKYHSS",38,"English","No","18","Male","Mixed","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF91483"
"139","APPROVED","Not Applicable","2024-10-02T11:20:45.040000Z","2024-10-02T11:58:03.015000Z","2024-10-02T17:11:31.617000Z","2024-10-02T12:00:48.123709Z",2238,"C1FKYHSS",191,"English","No","20","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF65451"
"140","APPROVED","Not Applicable","2024-10-02T11:22:04.782000Z","2024-10-02T12:05:59.849000Z","2024-10-02T17:11:39.840000Z","2024-10-02T12:06:00.760900Z",2636,"C1FKYHSS",84,"English","No","22","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF97669"
"141","APPROVED","Not Applicable","2024-10-02T11:27:24.044000Z","2024-10-02T12:12:53.679000Z","2024-10-02T17:11:32.046000Z","2024-10-02T12:14:52.919586Z",2730,"C1FKYHSS",111,"English, Gujarati","No","19","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF16503"
"142","APPROVED","Not Applicable","2024-10-02T11:23:57.690000Z","2024-10-02T12:57:13.863000Z","2024-10-02T17:11:40.215000Z","2024-10-02T12:59:59.210344Z",5597,"C1FKYHSS",164,"English","No","24","Male","Black","Ghana","United States","United States","English","No","Full-Time","MDPRF49821"
"143","APPROVED","Not Applicable","2024-10-02T11:30:02.142000Z","2024-10-02T13:14:38.984000Z","2024-10-02T17:15:53.652000Z","2024-10-02T13:14:39.698490Z",6277,"C1FKYHSS",41,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","DATA_EXPIRED","MDPRF58347"
"144","APPROVED","Not Applicable","2024-10-02T11:29:01.911000Z","2024-10-02T12:11:54.958000Z","2024-10-02T17:11:32.634000Z","2024-10-02T12:14:42.602363Z",2574,"C1FKYHSS",156,"English, Other","No","20","Female","Black","Nigeria","United Kingdom","Nigeria","English","Yes","Other","MDPRF45247"
"145","APPROVED","Not Applicable","2024-10-02T11:23:16.316000Z","2024-10-02T12:11:08.850000Z","2024-10-02T17:16:00.922000Z","2024-10-02T12:11:09.536764Z",2873,"C1FKYHSS",154,"English, Urdu","No","24","Male","Asian","Pakistan","United Kingdom","Pakistan","English","No","Full-Time","MDPRF74309"
"146","APPROVED","Not Applicable","2024-10-02T11:24:45.216000Z","2024-10-02T13:13:18.834000Z","2024-10-02T17:16:01.411000Z","2024-10-02T13:13:19.565164Z",6514,"C1FKYHSS",149,"English","No","25","Male","Black","Germany","United Kingdom","Germany","English","Yes","Full-Time","MDPRF06847"
"147","APPROVED","Not Applicable","2024-10-02T11:31:20.822000Z","2024-10-02T12:28:27.023000Z","2024-10-02T17:15:54.038000Z","2024-10-02T12:30:12.344526Z",3427,"C1FKYHSS",64,"English","No","18","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF47514"
"148","APPROVED","Not Applicable","2024-10-02T11:27:29.189000Z","2024-10-02T12:06:41.547000Z","2024-10-02T17:15:54.391000Z","2024-10-02T12:06:42.247950Z",2353,"C1FKYHSS",89,"English","No","20","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF94098"
"149","APPROVED","Not Applicable","2024-10-02T11:27:52.213000Z","2024-10-02T12:18:18.544000Z","2024-10-02T17:13:42.074000Z","2024-10-02T12:18:23.237214Z",3027,"C1FKYHSS",10,"English, Hindi, Urdu","No","18","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF94438"
"150","APPROVED","Not Applicable","2024-10-02T11:26:54.071000Z","2024-10-02T12:02:45.603000Z","2024-10-02T17:16:01.862000Z","2024-10-02T12:02:46.175231Z",2152,"C1FKYHSS",145,"Chinese, English, Malay","No","25","Male","Asian","Malaysia","United Kingdom","Malaysia","English","No","Full-Time","MDPRF54692"
"151","APPROVED","Not Applicable","2024-10-02T11:29:51.571000Z","2024-10-02T12:05:04.373000Z","2024-10-02T17:15:54.775000Z","2024-10-02T12:05:05.592661Z",2113,"C1FKYHSS",70,"English","No","21","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF18834"
"152","APPROVED","Not Applicable","2024-10-02T11:27:03.831000Z","2024-10-02T12:05:07.921000Z","2024-10-02T17:11:40.658000Z","2024-10-02T12:05:08.788070Z",2285,"C1FKYHSS",351,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF35088"
"153","APPROVED","Not Applicable","2024-10-02T11:28:57.114000Z","2024-10-02T12:05:39.455000Z","2024-10-02T17:11:40.990000Z","2024-10-02T12:05:40.181858Z",2203,"C1FKYHSS",729,"English, Hebrew, Russian, Serbian, Croatian","No","25","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time","MDPRF73277"
"154","APPROVED","Not Applicable","2024-10-02T11:28:51.164000Z","2024-10-02T12:06:41.434000Z","2024-10-02T17:11:33.122000Z","2024-10-02T12:06:42.170487Z",2271,"C1FKYHSS",131,"English","No","19","Female","White","Canada","United Kingdom","Canada","English","Yes","Full-Time","MDPRF02633"
"155","APPROVED","Not Applicable","2024-10-02T11:29:02.170000Z","2024-10-02T12:14:01.172000Z","2024-10-02T17:11:33.518000Z","2024-10-02T12:15:09.516304Z",2700,"C1FKYHSS",156,"English","No","18","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Other","MDPRF70979"
"156","APPROVED","Not Applicable","2024-10-02T11:30:16.071000Z","2024-10-02T12:05:40.421000Z","2024-10-02T17:16:02.286000Z","2024-10-02T12:05:41.527929Z",2125,"C1FKYHSS",77,"English","No","21","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF65760"
"157","APPROVED","Not Applicable","2024-10-02T11:31:45.027000Z","2024-10-02T12:16:05.959000Z","2024-10-02T17:16:02.671000Z","2024-10-02T12:16:06.668247Z",2661,"C1FKYHSS",92,"English","No","22","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF84965"
"158","APPROVED","Not Applicable","2024-10-02T11:32:01.903000Z","2024-10-02T12:07:29.578000Z","2024-10-02T17:16:03.106000Z","2024-10-02T12:07:30.259604Z",2128,"C1FKYHSS",240,"English, Indonesian","No","24","Male","Asian","Indonesia","United Kingdom","Indonesia","Indonesian","No","Full-Time","MDPRF76266"
"159","APPROVED","Not Applicable","2024-10-02T11:35:28.906000Z","2024-10-02T12:15:18.667000Z","2024-10-02T17:16:03.528000Z","2024-10-02T12:15:29.797700Z",2390,"C1FKYHSS",190,"Bengali, English","No","20","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","MDPRF83161"
"160","APPROVED","Not Applicable","2024-10-02T11:35:20.783000Z","2024-10-02T12:16:09.030000Z","2024-10-02T17:11:33.908000Z","2024-10-02T12:16:09.773462Z",2449,"C1FKYHSS",1600,"English","No","24","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF28714"
"161","APPROVED","Not Applicable","2024-10-02T11:32:59.330000Z","2024-10-02T13:09:09.528000Z","2024-10-02T17:11:34.351000Z","2024-10-02T13:10:43.634385Z",5771,"C1FKYHSS",207,"English, French","No","24","Female","Black","France","United Kingdom","France","English","Yes","Full-Time","MDPRF33027"
"162","APPROVED","Not Applicable","2024-10-02T11:33:19.372000Z","2024-10-02T12:06:30.113000Z","2024-10-02T17:11:34.747000Z","2024-10-02T12:06:31.325803Z",1991,"C1FKYHSS",375,"English","No","21","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","MDPRF52734"
"163","APPROVED","Not Applicable","2024-10-02T11:43:01.655000Z","2024-10-02T12:28:57.267000Z","2024-10-02T17:11:35.124000Z","2024-10-02T12:30:16.897235Z",2756,"C1FKYHSS",443,"English, Farsi","No","21","Female","Other","United Kingdom","United Kingdom","United Kingdom","English","Yes","Other","MDPRF96879"
"164","APPROVED","Not Applicable","2024-10-02T11:41:46.517000Z","2024-10-02T12:16:27.020000Z","2024-10-02T17:15:55.208000Z","2024-10-02T12:16:27.698222Z",2081,"C1FKYHSS",195,"Chinese, English","No","23","Female","Mixed","Hong Kong","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF62848"
"165","APPROVED","Not Applicable","2024-10-02T11:38:11.161000Z","2024-10-02T12:21:36.416000Z","2024-10-02T17:15:55.672000Z","2024-10-02T12:21:46.061097Z",2606,"C1FKYHSS",201,"English, Tagalog-Filipino","No","21","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","Other","MDPRF28963"
"166","APPROVED","Not Applicable","2024-10-02T11:35:56.719000Z","2024-10-02T12:18:34.358000Z","2024-10-02T17:16:03.938000Z","2024-10-02T12:18:38.194039Z",2558,"C1FKYHSS",371,"English","No","19","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","MDPRF60718"
"167","APPROVED","Not Applicable","2024-10-02T11:36:32.515000Z","2024-10-02T12:21:14.143000Z","2024-10-02T17:15:56.089000Z","2024-10-02T12:21:35.508149Z",2682,"C1FKYHSS",90,"English","No","23","Female","Black","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","MDPRF36338"
"168","APPROVED","Not Applicable","2024-10-02T11:38:15.492000Z","2024-10-02T13:05:21.509000Z","2024-10-02T17:16:04.312000Z","2024-10-02T13:05:22.335800Z",5227,"C1FKYHSS",113,"English","No","24","Male","Black","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","MDPRF77316"
"169","APPROVED","Not Applicable","2024-10-02T11:39:03.593000Z","2024-10-02T12:53:38.747000Z","2024-10-02T17:11:35.496000Z","2024-10-02T12:53:47.210934Z",4476,"C1FKYHSS",124,"English, Other","No","18","Female","Black","Nigeria","United Kingdom","Nigeria","English","Yes","Due to start a new job within the next month","MDPRF43401"
